addref,city,assembly,body,make,model,year,engine,transmission,fuel,color,registered,mileage,price
7912156,Karachi,Imported,Hatchback,Toyota,Passo,2018,1000,Automatic,Petrol,Bright Silver Metallic,Karachi,37000,3450000
7912161,Lahore,Imported,Sedan,Mercedes,Benz,2007,5500,Automatic,Petrol,Black,Islamabad,104000,15500000
7912163,Karachi,,Mini Van,Suzuki,Bolan,2012,800,Manual,Petrol,Silver,Karachi,60000,850000
7912162,Islamabad,,Sedan,Honda,Civic,2022,1500,Automatic,Petrol,Black,Islamabad,7200,8550000
7912131,Islamabad,,Crossover,Honda,HR-V,,1500,Automatic,Petrol,Teffeta White,Islamabad,9000,7800000
7731548,Lahore,,Sedan,Honda,City,2019,1300,Manual,Petrol,Taffeta White,Lahore,62000,3540000
7912094,Islamabad,,Sedan,Toyota,Yaris,2022,1300,Automatic,Petrol,Super White,Islamabad,20000,4500000
7912086,Mian,,SUV,KIA,Sportage,2019,2000,Automatic,Petrol,Silver,Islamabad,66000,6985000
7270947,Abdul,,Hatchback,Suzuki,Alto,2007,660,Automatic,Petrol,Blue,Sindh,500000,1000000
7912098,Rawalpindi,,Sedan,Toyota,Corolla,2018,1600,Automatic,Petrol,White,Rawalpindi,45000,5300000
7912105,Karachi,Imported,Hatchback,Toyota,Vitz,2002,1000,Automatic,Petrol,Silver,Karachi,178000,1600000
7912101,Chichawatni,,Sedan,Honda,City,2015,1300,Manual,Petrol,Silver,Lahore,147000,3000000
7912100,Peshawar,Imported,Hatchback,Suzuki,Alto,2014,660,Automatic,Petrol,White,Islamabad,85320,2650000
7912099,Taxila,Imported,,Toyota,Corolla,,1800,Manual,Petrol,Red,Rawalpindi,8000,830000
7671975,Peshawar,,Sedan,Toyota,Corolla,1997,1500,Automatic,Petrol,White,Lahore,186000,1580000
7912106,Okara,,Compact sedan,Honda,City,2022,1500,Automatic,Petrol,White,Punjab,12300,5650000
7828727,Gujranwala,Imported,SUV,Toyota,Prado,2012,2700,Automatic,Petrol,White,Islamabad,148000,18500000
7912117,Karachi,,Sedan,Honda,Civic,2022,1498,Automatic,Petrol,Taffeta White,Sindh,10000,9300000
7912119,Islamabad,Imported,Sedan,Toyota,Premio,2007,1800,Automatic,Petrol,Silver Metallic,Islamabad,114525,4650000
7717730,Peshawar,Imported,Sedan,Mitsubishi,Lancer,2005,1300,Manual,Petrol,,Punjab,200000,1080000
7912118,Karachi,,Sedan,Toyota,Corolla,2002,1600,Automatic,Petrol,Gold,Karachi,107165,1415000
7689611,Multan,,Hatchback,Daihatsu,Cuore,2005,800,Manual,Petrol,,Sindh,180000,630000
7869598,Lahore,,Sedan,Honda,Civic,2004,1600,Automatic,Petrol,Black,Lahore,158500,2465000
7912116,Sialkot,,Sedan,Toyota,Corolla,2022,1600,Manual,Petrol,White,Un-Registered,16000,5800000
7912127,Multan,,Sedan,Honda,City,2018,1300,Manual,Petrol,Lunar Silver Metallic,Punjab,58000,3600000
7170334,Rawalpindi,,Sedan,Suzuki,Liana,2006,1500,Manual,Petrol,White,Multan,210000,950000
7911652,Lahore,Imported,Van,Toyota,Sienta,2018,1500,Automatic,Hybrid,White,Un-Registered,24699,7450000
7912064,Rawalpindi,,Sedan,Toyota,Corolla,2017,1300,Manual,Petrol,White,Islamabad,58800,3950000
7912066,Abbottabad,Imported,,Daewoo,Racer,1993,1600,Manual,,Gold,Punjab,1000000,510000
7857035,Lahore,,Sedan,Honda,City,2001,1300,Manual,Petrol,Silver,Lahore,267000,1260000
7912044,Swabi,Imported,Hatchback,Toyota,Vitz,2003,1000,Automatic,Petrol,Grey,Lahore,120000,1820000
7912045,Karachi,,SUV,Hyundai,Tucson,2022,1999,Automatic,Petrol,Polar White,Karachi,18000,8500000
7912047,Gujranwala,,Sedan,Honda,City,2005,1300,Manual,Petrol,Grey,Gujranwala,300,1530000
7694567,Bahawalpur,,Sedan,Honda,Civic,2019,1800,Automatic,Petrol,White,Lahore,95000,6450000
7522557,Karachi,Imported,Hatchback,Toyota,Vitz,2002,1000,Automatic,Petrol,Silver,Sindh,177000,1650000
7912053,Nowshera,,Sedan,Honda,Civic,2017,1800,Automatic,Petrol,Modern Steel Metallic,Karachi,78000,4800000
7912060,Gujranwala,,Hatchback,Suzuki,Mehran,2015,800,Manual,Petrol,White,Karachi,125000,1050000
7912071,Rawalpindi,,,Mitsubishi,Pajero,2019,3000,Automatic,Petrol,Silver,Islamabad,200000,3300000
7912075,Karachi,Imported,SUV,KIA,Sportage,,1999,Automatic,Petrol,White,Karachi,1900,9000000
7912074,Karachi,Imported,Hatchback,Toyota,Passo,2019,1000,Automatic,Petrol,Black Mica Metallic,Karachi,60000,3500000
7912076,Faisalabad,,Hatchback,Suzuki,Mehran,2014,796,Manual,Petrol,Solid White,Punjab,14000,950000
7912080,Sargodha,,Sedan,Toyota,Corolla,2016,1300,Manual,Petrol,Silver Metallic,Lahore,87000,3700000
7912079,Islamabad,,Sedan,Toyota,Corolla,2021,1799,Automatic,Petrol,Super White,Islamabad,42000,6750000
7912078,Faisalabad,,Sedan,Honda,Civic,1996,1600,Automatic,Petrol,Gold,Faisalabad,200000,1080000
7912083,Multan,,Sedan,Toyota,Corolla,2012,1300,Manual,Petrol,Super White,Lahore,89000,2480000
7912085,Faisalabad,Imported,MPV,Honda,BR-V,2017,1500,Automatic,Petrol,Silver,Islamabad,80000,4200000
7653488,Islamabad,,Sedan,Honda,City,2016,1500,Automatic,Petrol,White,Islamabad,110000,3725000
7912087,Hyderabad,,Sedan,Honda,Civic,2020,1800,Automatic,Petrol,Modern Steel Metallic,Karachi,28000,6150000
7912089,Islamabad,,,Honda,Civic,1999,1500,Automatic,Petrol,White,Lahore,876645,1250000
7805817,Karachi,,Sedan,Toyota,Prius,2020,1800,Automatic,Hybrid,Silver Metallic,Un-Registered,19000,10500000
7912090,Lahore,Imported,,Chevrolet,Exclusive,2005,800,Manual,Petrol,White,Lahore,123,625000
7912092,Peshawar,,Sedan,Toyota,Yaris,2022,1300,Automatic,Petrol,White,Islamabad,48000,4700000
7912029,Lahore,,,Honda,Civic,2014,1800,Automatic,Petrol,White,Punjab,132000,3500000
7912043,Lahore,,Sedan,Toyota,Corolla,2014,1300,Manual,Petrol,Silver,Lahore,137200,2425000
7912030,Karachi,Imported,Hatchback,Toyota,Pixis,2018,660,Automatic,Petrol,Blue,Sindh,45000,2950000
7912007,Islamabad,,SUV,Toyota,Fortuner,2021,2800,Automatic,Diesel,White,Islamabad,40000,15800000
7912032,Lahore,Imported,Mini Van,Daihatsu,Hijet,2012,660,Automatic,Petrol,White,Lahore,87000,1350000
7912035,Lahore,,Van,Suzuki,Bolan,2022,800,Manual,Petrol,White,Lahore,70000,1800000
7912040,Faisalabad,,Sedan,Honda,Civic,2014,1800,Automatic,Petrol,Taffeta White,Islamabad,137000,3700000
7912001,Sialkot,,SUV,Hyundai,Tucson,2020,2000,Automatic,Petrol,Blue,Islamabad,21000,7900000
7911857,Peshawar,Imported,Coupe,Honda,CR-Z,2010,1500,Automatic,Petrol,Polished Metal Metallic,Lahore,60000,3800000
7679507,Rawalpindi,Imported,Sedan,Toyota,Corolla,,1500,Manual,,White,Peshawar,100000,850000
7912006,Sargodha,,Hatchback,Suzuki,Cultus,2021,1000,Manual,Petrol,White,Punjab,86500,3500000
7912008,Quetta,,Sedan,Toyota,Corolla,2016,1600,Automatic,Petrol,Super White,Sindh,120000,4450000
7912009,Karachi,Imported,Sedan,Honda,Accord,2003,2000,Manual,Petrol,Black,Sindh,130,5100000
7912010,Quetta,,Sedan,Toyota,Corolla,2017,1600,Automatic,Petrol,Super White,Sindh,81000,4000000
7911995,Lala,,Sedan,Toyota,Corolla,2009,1800,Automatic,Petrol,Gold,Lahore,113000,2900000
7912011,Karachi,,Hatchback,Suzuki,Alto,2011,1000,Manual,Petrol,Grey,Karachi,57800,895000
7912012,Kot,,Hatchback,Suzuki,Cultus,2020,1000,Manual,Petrol,Silver,Punjab,35000,3000000
7912013,Lahore,,Sedan,Honda,City,2021,1500,Automatic,Petrol,White,Islamabad,40000,4800000
7912014,Faisalabad,,Hatchback,Suzuki,Mehran,2013,800,Manual,Petrol,Grey,Faisalabad,42000,1125000
7911974,Islamabad,Imported,Hatchback,Daihatsu,Mira,2014,660,Automatic,Petrol,White,Islamabad,130000,2650000
7912024,Islamabad,,Hatchback,Suzuki,Alto,2007,1000,Manual,Petrol,Blue,Rawalpindi,85000,765000
7912021,Peshawar,Imported,,Toyota,Surf,1993,2400,Manual,Diesel,Red,Peshawar,169570,2300000
7912026,Mirpur,,Hatchback,Suzuki,Alto,2022,660,Manual,Petrol,Solid White,Karachi,25000,2450000
7912025,Multan,,Sedan,Toyota,Corolla,2019,1600,Automatic,Petrol,Super White,Multan,71000,4700000
7912000,Bannu,,Sedan,Toyota,Corolla,2001,1600,Manual,Petrol,White,Sindh,14567,1045000
7912028,Islamabad,,Sedan,Toyota,Corolla,2017,1600,Automatic,Petrol,Super White,Islamabad,130000,4800000
7911953,Garh,,Sedan,Honda,Civic,2010,1800,Automatic,Petrol,Crystal Black,Lahore,75000,2800000
7911956,Hafizabad,,Sedan,Toyota,Corolla,2019,1600,Automatic,Petrol,White,Islamabad,83000,4950000
7911952,Kasur,,,Suzuki,Bolan,2021,800,Manual,Petrol,White,Lahore,21000,1850000
7911960,Lahore,Imported,SUV,Toyota,Land,2011,4600,Automatic,Petrol,White,Sindh,115000,24500000
7911963,Nowshera,Imported,Hatchback,Toyota,Passo,2012,1000,Automatic,Petrol,White,Lahore,95000,2500000
7911959,Lahore,Imported,SUV,Toyota,Surf,1998,3400,Automatic,Petrol,White,Punjab,204478,4700000
7911961,Karachi,,Hatchback,Suzuki,Mehran,2005,800,Manual,Petrol,Silver Metallic,Karachi,71500,420000
7911964,Jhang,,Hatchback,Suzuki,Mehran,2013,796,Manual,Petrol,Solid White,Lahore,57000,870000
7911965,Peshawar,Imported,Sedan,Toyota,Mark,2005,3000,Automatic,Petrol,White,Islamabad,111000,6300000
7911966,Haroonabad,,Hatchback,Suzuki,Mehran,2010,800,Manual,Petrol,Snow White Pearl,Multan,68000,850000
7911969,Karachi,,Sedan,Toyota,Corolla,2018,1600,Automatic,Petrol,Super White,Karachi,59000,4655000
7866177,Lahore,Imported,,Mazda,RX8,2004,4000,Automatic,Petrol,Red,Sindh,45000,3200000
7911975,Karachi,Imported,Micro Van,Suzuki,Every,2012,660,Automatic,Petrol,,Karachi,80000,2200000
7911977,Lahore,,Hatchback,Suzuki,Alto,2021,660,Automatic,Petrol,Silky Silver,Punjab,42000,2750000
7911982,Bahawalpur,,Sedan,Toyota,Corolla,2018,1300,Manual,Petrol,Black,Sindh,71000,3350000
7911978,Sargodha,,Hatchback,KIA,Picanto,2022,998,Automatic,Petrol,Clear White,Punjab,70000,3200000
7911990,Faisalabad,,Sedan,Honda,City,2021,1300,Automatic,Petrol,Taffeta White,Punjab,41350,4225000
7911991,Hyderabad,Imported,Sedan,Honda,Civic,2022,1498,Automatic,Petrol,Teffeta White,Sindh,2300,8700000
7911999,Sahiwal,,Hatchback,Hyundai,Santro,2003,1000,Manual,Petrol,Brown,Sindh,12000,870000
7911951,Mardan,Imported,SUV,Toyota,Surf,1995,3000,Automatic,Diesel,Black,Karachi,1000,2500000
7650249,Rawalpindi,Imported,Sedan,Changan,Alsvin,2021,1500,Automatic,Petrol,White,Islamabad,37200,4225000
7360492,Lahore,Imported,Sedan,Toyota,Premio,2008,1500,Automatic,Petrol,Silver,Punjab,108000,4600000
7911979,Wah,,Hatchback,Suzuki,Alto,2008,1000,Manual,Petrol,Maroon,Sindh,126000,1000000
7911921,Karachi,,Hatchback,Suzuki,Mehran,2014,796,Manual,Petrol,Solid White,Sindh,100000,825000
7911121,Lahore,Imported,Station Wagon,Honda,Airwave,2007,1500,Automatic,Petrol,Silver,Islamabad,178000,2650000
7911923,Peshawar,Imported,Hatchback,Toyota,Passo,2006,1000,Automatic,Petrol,Silver,Peshawar,76000,1640000
7911926,Sialkot,Imported,Micro Van,Suzuki,Every,2008,660,Automatic,Petrol,Silver,Lahore,111750,1300000
7911929,Islamabad,,Sedan,Toyota,Corolla,2017,1300,Manual,Petrol,Silver,Lahore,65500,4350000
7440024,Haripur,,Sedan,Toyota,Corolla,2019,1800,Automatic,Petrol,White,Islamabad,75000,7000000
7911925,Lahore,,Hatchback,Daihatsu,Cuore,2005,800,Automatic,Petrol,White,Punjab,190000,995000
7911908,Peshawar,Imported,Sedan,Toyota,Corolla,2005,1500,Automatic,Petrol,White,Peshawar,195000,2950000
7911913,Lahore,,Mini Van,Changan,Karvaan,2021,999,Manual,Petrol,White,Punjab,108000,2260000
7911918,Peshawar,Imported,,Suzuki,Alto,2007,660,Automatic,Petrol,White,Islamabad,950000,1780000
7911916,Mirpur,,Sedan,Honda,Civic,2018,1800,Automatic,Petrol,Taffeta White,Islamabad,72000,6000000
7911915,Islamabad,,Compact sedan,Honda,City,2022,1497,Automatic,Petrol,Crystal Black Pearl,Un-Registered,21,5650000
7189624,Multan,,Sedan,Toyota,Corolla,,1798,Automatic,Petrol,Super white,Un-Registered,10,8200000
7911935,Chakwal,,Sedan,Toyota,Corolla,2011,1600,Automatic,Petrol,Grey,Lahore,137000,2850000
7911939,Lahore,Imported,Crossover,Toyota,C-HR,2017,1800,Automatic,Hybrid,Black,Lahore,80000,7600000
7911930,Karachi,,Sedan,Toyota,Corolla,2014,1300,Automatic,Petrol,Silver Metallic,Sindh,80000,3195000
7904540,Islamabad,,Sedan,Toyota,Corolla,2019,1300,Manual,Petrol,Attitude Black,Rawalpindi,99000,4700000
7911948,Pak,,Hatchback,Suzuki,Mehran,2014,796,Manual,Petrol,Solid White,Punjab,46000,950000
6733162,Khanpur,,Sedan,Honda,Civic,2010,1800,Manual,Petrol,White,Sindh,141000,2200000
7911949,Lahore,,Hatchback,Suzuki,Cultus,2019,1000,Manual,Petrol,Silky Silver,Islamabad,50000,2810000
7911944,Gujrat,,Sedan,Toyota,Corolla,2019,1300,Manual,Petrol,Silver Metallic,Punjab,48000,4630000
7911855,Karachi,,Sedan,Toyota,Corolla,2012,1600,Automatic,Petrol,Black,Karachi,135000,2900000
7911862,Faisalabad,,Sedan,Honda,City,2021,1300,Manual,Petrol,Lunar Silver Metallic,Islamabad,47500,3950000
7911861,Islamabad,,Sedan,Honda,City,2017,1300,Automatic,Petrol,Lunar Silver Metallic,Lahore,110000,3550000
7911872,Lahore,Imported,Hatchback,Honda,Fit,2012,1300,Automatic,Hybrid,White,Lahore,75000,3100000
7911869,Multan,,Sedan,Honda,City,2014,1500,Manual,Petrol,Crystal Black,Islamabad,22000,3075000
7911868,Lahore,,Sedan,Honda,City,2015,1300,Automatic,Petrol,Lunar Silver Metallic,Lahore,115000,3050000
7911876,Peshawar,Imported,Sedan,Toyota,Corolla,1992,1500,Manual,Petrol,Green,Islamabad,200000,1600000
7911882,Rawalpindi,,Hatchback,Suzuki,Alto,2008,1000,Manual,Petrol,White,Islamabad,70120,1180000
7911885,Sialkot,Imported,SUV,Proton,X70,2022,1500,Automatic,Petrol,Black,Punjab,15600,8500000
7911884,Lahore,Imported,,Suzuki,Baleno,2000,4452,Manual,Petrol,Grey,Sindh,5423,590000
7911889,Islamabad,,Sedan,Toyota,Corolla,2017,1300,Manual,Petrol,Silver Metallic,Islamabad,49000,4225000
7911888,Wazirabad,,,Honda,BR-V,2022,1500,Automatic,Petrol,Grey,Islamabad,22700,5650000
7823999,Okara,,Sedan,Toyota,Corolla,2019,1600,Automatic,Petrol,Grey,Islamabad,55000,5275000
7722051,Islamabad,,Compact SUV,Changan,Oshan,,1500,Automatic,Petrol,Black,Islamabad,7000,9500000
7911892,Faisalabad,Imported,Hatchback,Toyota,Aqua,2012,1500,Automatic,Hybrid,Black,Lahore,133000,3600000
7911890,Lahore,,Sedan,Honda,City,2020,1300,Automatic,Petrol,White,Lahore,29000,4190000
7911894,Peshawar,Imported,Hatchback,Toyota,Vitz,2014,1000,Automatic,Petrol,Blue,Lahore,91254,3200000
7911903,Karachi,Imported,Hatchback,Daihatsu,Tanto,2015,660,Automatic,Petrol,Beige,Sindh,50000,2250000
7911907,Khushab,,Sedan,Toyota,Corolla,2018,1600,Automatic,Petrol,White,Islamabad,45000,4200000
7911901,Gujar,,Sedan,Toyota,Corolla,2007,1300,Manual,Petrol,White,Lahore,200000,1530000
7911898,Karachi,Imported,Hatchback,Toyota,Vitz,2017,996,Automatic,Petrol,Silver,Sindh,45000,4150000
7911900,Peshawar,,Hatchback,Suzuki,Alto,2010,1000,Manual,Petrol,White,Islamabad,155555,1180000
7738519,Lahore,Imported,Crossover,KIA,Stonic,2022,1368,Automatic,Petrol,Navy,Sindh,34000,5700000
7911853,Kohat,,Sedan,Toyota,Corolla,2016,1300,Manual,Petrol,Dorado Gold,Karachi,202121,3300000
7886975,Jhelum,,Hatchback,Suzuki,Cultus,2018,1000,Manual,Petrol,White,Islamabad,51500,2890000
7911843,Islamabad,Imported,Sedan,Mitsubishi,Lancer,2006,1300,Manual,Petrol,Blue,Peshawar,295000,985000
7911794,Murree,,Sedan,Toyota,Corolla,2008,1300,Manual,Petrol,Black,Islamabad,230000,1620000
7911797,Muzaffarabad,,Mini Van,Changan,Karvaan,2022,999,Manual,Petrol,Silver,Islamabad,75000,2485000
7911802,Multan,,Sedan,Honda,City,2007,1300,Manual,Petrol,Habanero Red,Lahore,200000,1650000
7911807,Lahore,,Sedan,Toyota,Corolla,2014,1300,Manual,Petrol,Attitude Black,Lahore,72000,2600000
7911803,Arifwala,,Sedan,Honda,City,2021,1300,Manual,Petrol,Taffeta White,Punjab,59000,3950000
7911811,Lahore,,Sedan,Toyota,Yaris,2021,1500,Automatic,Petrol,Super White,Punjab,41000,4625000
7911813,Karachi,Imported,Crossover,Honda,Vezel,2018,1500,Automatic,Hybrid,Black,Un-Registered,50111,8750000
7911814,Hyderabad,,Double Cabin,Toyota,Hilux,2022,2800,Automatic,Diesel,Black,Karachi,12679,14200000
7911821,Islamabad,Imported,,Suzuki,Every,2010,660,Automatic,Petrol,Silver,Islamabad,116000,1890000
6507692,Islamabad,Imported,Sedan,Toyota,Corolla,2004,1600,Manual,Petrol,Blue,Lahore,400000,1500000
7911824,Lahore,Imported,Sedan,Honda,City,2001,1500,Manual,Petrol,Black,Punjab,150000,1250000
7911825,Faisalabad,,Hatchback,Suzuki,FX,,800,Manual,Petrol,Indigo,Faisalabad,98564,300000
7911826,Lahore,,Sedan,Toyota,Corolla,2013,1300,Manual,Petrol,Maroon,Lahore,472000,2270000
7911828,Lahore,,Hatchback,Suzuki,Cultus,2017,1000,Manual,Petrol,White,Lahore,102000,2000000
7911835,Multan,,Hatchback,Suzuki,Cultus,2017,1000,Manual,Petrol,White,Lahore,90000,2450000
7911839,Islamabad,Imported,SUV,Toyota,Prado,2002,3000,Automatic,Diesel,Black,Lahore,200000,5800000
7911838,Bahawalpur,,Sedan,Toyota,Corolla,2012,1300,Manual,Petrol,Black,Sindh,104500,2350000
7911836,Lahore,,Hatchback,Suzuki,Wagon,2022,1000,Manual,Petrol,White,Punjab,13000,2790000
7911847,Faisalabad,Imported,Hatchback,Toyota,Aqua,2016,1500,Automatic,Hybrid,Cherry Pearl Crystal,Islamabad,95000,4500000
6940665,Lahore,,Sedan,Toyota,Corolla,2017,1600,Automatic,Petrol,Grey,Islamabad,135000,4650000
7911849,Multan,,Crossover,Honda,HR-V,,1500,Automatic,Petrol,Teffeta White,Un-Registered,1,7600000
7911846,Karachi,,Sedan,Honda,Civic,2013,1800,Manual,Petrol,Bronze,Sindh,116000,2430000
7911771,Lahore,,Sedan,Honda,Civic,2006,1800,Manual,Petrol,Silky Silver,Lahore,130000,1590000
7911775,Karachi,Imported,Sedan,Toyota,Corolla,2014,1500,Automatic,Petrol,White,Karachi,80000,4550000
7911772,Multan,,Sedan,Honda,City,2017,1300,Manual,Petrol,Lunar Silver Metallic,Lahore,70000,3400000
7911773,Bahawalpur,,Hatchback,Suzuki,Wagon,2021,1000,Manual,Petrol,White,Punjab,55000,2845000
7911749,Islamabad,,Compact SUV,Haval,H6,2022,2000,Automatic,Petrol,Diamond Black,Islamabad,25000,9800000
7911752,Lahore,Imported,Hatchback,Mitsubishi,Ek,2012,660,Automatic,Petrol,Black,Lahore,93212,1750000
7911753,Karachi,,Sedan,Honda,City,2019,1300,Manual,Petrol,Modern Steel Metallic,Sindh,78000,3230000
7911754,Peshawar,,Sedan,Honda,Civic,2004,1600,Automatic,Petrol,White,Karachi,125000,1450000
7911761,Kohat,Imported,Sedan,Mercedes,Benz,2005,3600,Automatic,Petrol,Blue,Lahore,225000,4800000
7911764,Mardan,,Hatchback,Suzuki,Alto,2022,660,Automatic,Petrol,White,Islamabad,14000,2950000
7911777,Karachi,,SUV,Hyundai,Tucson,2022,1999,Automatic,Petrol,Oxford Blue,Karachi,14500,7800000
7911757,Karachi,,Sedan,Suzuki,Margalla,1996,1300,Manual,Petrol,Black,Sindh,60000,730000
7911778,Faisalabad,,Hatchback,Suzuki,Mehran,2016,796,Manual,Petrol,,Lahore,50000,1050000
7583255,Rawalpindi,Imported,,Nissan,Roox,2016,660,Automatic,Petrol,White,Punjab,96000,2450000
7911781,Islamabad,,Sedan,Suzuki,Baleno,2005,1300,Manual,Petrol,White,Punjab,195000,985000
7911790,Rawalpindi,Imported,SUV,Mitsubishi,Pajero,,2500,Manual,Diesel,Gold,Punjab,245000,1625000
7911784,Kot,,Sedan,Toyota,Corolla,2017,1300,Manual,Petrol,Black,Lahore,197000,3300000
7570107,Sialkot,,Compact sedan,Honda,City,,1200,Automatic,Petrol,White,Punjab,7000,4950000
7911791,Karachi,,Double Cabin,Toyota,Hilux,2017,3000,Automatic,Diesel,Super White,Karachi,90000,8790000
7911783,Lahore,,,Suzuki,Khyber,,1000,Manual,Petrol,White,Punjab,1000,198000
7911746,Islamabad,Imported,Hatchback,KIA,Picanto,2020,998,Automatic,Petrol,Navy,Islamabad,41000,3250000
7911710,Faisalabad,Imported,Sedan,Toyota,Belta,2006,1000,Automatic,Petrol,White,Sindh,148000,1775000
7911714,Hyderabad,,Sedan,Toyota,Corolla,2017,1300,Manual,Petrol,Silver,Karachi,76000,3450000
7911717,Lahore,,Hatchback,Suzuki,Cultus,2010,1000,Manual,Petrol,White,Lahore,150000,1200000
7911711,Karachi,Imported,Hatchback,Honda,N,2013,660,Automatic,Petrol,Black,Karachi,70000,2250000
7911713,Rahim,,Sedan,Honda,Civic,2005,1500,Manual,Petrol,Grey,Sindh,124000,1220000
7911712,Hyderabad,,Sedan,Suzuki,Margalla,1992,1300,Manual,Petrol,White,Karachi,150000,450000
7911721,Islamabad,Imported,Sedan,Toyota,Premio,2007,1800,Automatic,Petrol,Silver,Islamabad,200000,4250000
7911718,Peshawar,,Sedan,Honda,Civic,1999,1600,Automatic,,Pink,Faisalabad,100000,1150000
7911726,Hyderabad,,Sedan,Toyota,Corolla,2019,1300,Manual,Petrol,White,Karachi,44360,4400000
7911727,Hyderabad,,Sedan,Toyota,Corolla,2019,1600,Automatic,Petrol,Silver,Karachi,45000,4850000
7911728,Islamabad,Imported,Hatchback,Suzuki,Wagon,2014,660,Automatic,Petrol,White,Islamabad,90000,2700000
7807866,Lahore,,Compact SUV,Changan,Oshan,,1500,Automatic,Petrol,Black,Un-Registered,10,9199000
7911732,Bhimber,,Mini Van,Suzuki,Bolan,2007,800,Manual,Petrol,Solid White,Lahore,125800,630000
7911731,Faisalabad,Imported,Sedan,Honda,Civic,2001,1600,Manual,Petrol,Dark Blue,Faisalabad,118060,1430000
7911735,Lahore,,Sedan,Toyota,Corolla,2015,1798,Automatic,Petrol,Super white,Karachi,72500,4450000
7911734,Swabi,Imported,,Toyota,Corolla,,1600,Manual,,Red,Punjab,11225,490000
7730907,D.G.Khan,Imported,,Honda,CR-Z,2010,1500,Automatic,Hybrid,Red,Sindh,40000,3200000
7911737,Abbottabad,,Hatchback,Suzuki,Mehran,2019,800,Manual,Petrol,Grey,Islamabad,24000,1535000
7911742,Faisalabad,,Sedan,Toyota,Corolla,2018,1800,Automatic,Petrol,White,Lahore,82200,5795000
7911738,Faisalabad,,Hatchback,Suzuki,Mehran,2008,800,Manual,Petrol,Snow White Pearl,Lahore,70000,460000
7911709,Islamabad,,Sedan,Toyota,Corolla,2019,1300,Manual,Petrol,White,Islamabad,43000,4700000
7911743,Lahore,,Hatchback,Suzuki,Mehran,1995,800,Manual,Petrol,Maroon,Lahore,1,425000
7911745,Islamabad,,Van,Suzuki,Bolan,2016,800,Manual,Petrol,Solid White,Islamabad,1,1525000
7904723,Lahore,Imported,Station Wagon,Nissan,AD,2007,1300,Automatic,Petrol,White,Lahore,125000,1390000
7911663,Islamabad,,Hatchback,Suzuki,Mehran,2016,800,Manual,Petrol,Gold,Lahore,65000,1135000
7911666,Lahore,,Sedan,Toyota,Corolla,2018,1600,Automatic,Petrol,White,Lahore,110000,4400000
7911665,Lahore,,,Toyota,Hilux,,2800,Automatic,Diesel,White,Un-Registered,300,14500000
7911674,Rawalpindi,,Sedan,Mitsubishi,Lancer,2004,1300,Manual,Petrol,Cool Silver Metallic,Islamabad,200000,1680000
7911675,Lahore,,SUV,KIA,Sportage,2020,1999,Automatic,Petrol,Black,Punjab,60000,7200000
7911676,Karachi,Imported,,Suzuki,Alto,2015,660,Automatic,Petrol,Silver,Sindh,70000,2500000
7911682,Peshawar,Imported,,Toyota,Corolla,2003,1500,Automatic,,Black,Peshawar,300000,2300000
7911683,Islamabad,Imported,SUV,Toyota,Prado,2008,3000,Manual,Diesel,White,Islamabad,140000,8000000
7911678,Lahore,,Sedan,Toyota,Corolla,2022,1598,Automatic,Petrol,Super White,Islamabad,9000,6500000
7911691,Lahore,,Sedan,Suzuki,Baleno,2005,1300,Manual,Petrol,White,Islamabad,159000,1650000
7775775,Karachi,,Sedan,Toyota,Yaris,2021,1500,Automatic,Petrol,White,Sindh,31000,4525000
7911692,Karachi,,Sedan,Toyota,Corolla,2016,1800,Manual,Petrol,Crimson Red,Karachi,100000,3600000
7911688,Multan,,Sedan,Honda,City,2019,1300,Manual,Petrol,Taffeta White,Punjab,97300,3000000
7911690,Sialkot,,Sedan,Honda,Civic,2019,1800,Automatic,Petrol,Taffeta White,Islamabad,64000,6000000
7818391,Faisalabad,,Hatchback,Suzuki,Cultus,2007,1000,Manual,Petrol,Grey,Faisalabad,133000,750000
7911693,Sialkot,,,Honda,Civic,2019,1800,Automatic,Petrol,Silver,Islamabad,58000,5750000
7692946,Karachi,Imported,,Mitsubishi,Lancer,1990,1600,Manual,Petrol,White,Karachi,158000,400000
7911699,Hyderabad,,Hatchback,Suzuki,Cultus,2018,1000,Manual,Petrol,Silver,Karachi,43000,2450000
7911701,Lahore,,Hatchback,Suzuki,Cultus,2003,1000,Manual,Petrol,Maroon,Lahore,95000,565000
7911707,Peshawar,Imported,Pick Up,Toyota,Hilux,2022,2800,Automatic,Diesel,Super White,Islamabad,15000,15000000
7911704,Islamabad,,Pick Up,Suzuki,Ravi,2016,800,Manual,Petrol,Green,Punjab,108888,1450000
7911708,Faisalabad,,Sedan,Toyota,Corolla,2018,1300,Automatic,Petrol,White,Lahore,70000,4500000
7764469,Karachi,Imported,Crossover,Peugeot,2008,2022,1199,Automatic,Petrol,Cherry Black,Karachi,10000,7225000
7911630,Karachi,,Hatchback,Daihatsu,Cuore,2007,800,Automatic,Petrol,Grey,Karachi,169000,1150000
7911632,Islamabad,,Hatchback,Suzuki,Alto,2022,660,Automatic,Petrol,White,Islamabad,21000,2860000
7911639,Lahore,Imported,Hatchback,Nissan,Dayz,2013,660,Automatic,Petrol,Silver,Lahore,112,1985000
